Attributed Touch Time,Install Time,Event Time,Media Source,Channel,Campaign,Campaign ID,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Keyword ID,Store Reinstall,Device Download Time,Deeplink URL,OAID,Install App Store,Match Type,Contributor 1 Match Type,Contributor 2 Match Type,Contributor 3 Match Type,Device Category,Google Play Referrer,Google Play Click Time,Google Play Install Begin Time
26/04/20 11:21,27/04/20 11:07,27/04/20 11:07,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MZ,Aizawl,796007,None,27.56.26.105,FALSE,airtel,airtel,English,1587965871490-5806218994284484036,32c039de-ae89-4b51-8ea0-946daf3083b7,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,48:58.0,,,,srn,,,,phone,,,
26/04/20 13:54,26/04/20 13:55,26/04/20 13:55,FB,,India,,AS,IN,TN,Kanchipuram,600096,356007,49.207.137.110,FALSE,airtel,airtel,English,1587889504769-544265886010472607,c99bc4ca-cea4-4553-9e66-e89ff0912823,,,,,,android,OnePlus-ONEPLUS A5000,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; ONEPLUS A5000 Build/PKQ1.180716.001),,https://app.appsflyer.com/cricketgames.hitwicket.strategy?pid=FB&c=India,,,24:57.0,,,,fingerprinting,,,,phone,,,
25/04/20 20:43,26/04/20 13:54,26/04/20 13:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,JH,Ramgarh,825101,None,47.9.218.204,FALSE,Jio 4G,Jio 4G,English,1587889457151-4683298268265478537,42a3ac7b-0e83-45be-8448-0a0fa6b899cd,,,,,,android,samsung-SM-G610F,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G610F Build/M1AJQ),,,,,15:17.0,,,,srn,,,,phone,,,
26/04/20 11:36,26/04/20 13:54,26/04/20 13:54,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TG,Hyderabad,500026,356006,49.204.181.149,TRUE,,,English,1587889450960-1474573887341543811,1fe9211a-6d7b-481c-b812-f62365bcbbce,,,,,,android,motorola-Moto G (4),8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Moto G (4) Build/OPJ28.111-22-1),,,,,08:01.0,,,,srn,,,,phone,,,
26/04/20 4:55,26/04/20 13:53,26/04/20 13:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Delhi,110091,356001,106.67.86.117,FALSE,ADEA,Vodafone IN | ADEA,English,1587874119231-8469308573714948024,5171db37-e9cd-4986-bc6f-9f91591fc23f,,,,,,android,samsung-SM-G570F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G570F Build/R16NW),,,,,28:11.0,,,,srn,,,,phone,,,
24/04/20 14:21,26/04/20 13:53,26/04/20 13:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,DL,Delhi,110052,356001,103.46.200.16,FALSE,Vodafone IN,Vodafone IN,English,1587889412332-6793214481984908709,630ae8d4-21e9-47f4-b73f-1eeb5c13b1c6,,,,,,android,Xiaomi-Mi A3,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Mi A3 Build/PKQ1.190416.001),,,,,51:07.0,,,,srn,,,,phone,,,
26/04/20 8:10,26/04/20 13:53,26/04/20 13:53,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jaipur,302012,356001,157.37.40.175,FALSE,Jio 4G,Jio 4G,English,1587889394362-8079967138454661628,ad3776ae-b1e4-41ce-987c-86661dc5d8b3,,,,,,android,xiaomi-Redmi Y3,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi Y3 MIUI/V11.0.8.0.PFFINXM),,,,,42:07.0,,,,srn,,,,phone,,,
26/04/20 9:28,26/04/20 13:53,26/04/20 13:53,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,TN,Coimbatore,642103,356007,137.97.224.236,FALSE,Jio 4G,Jio 4G,English,1587889386393-3083161247666928048,f9a2d17f-9a63-4f5b-97df-e4d6829b559d,,,,,,android,xiaomi-Redmi Note 4,7,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; Redmi Note 4 MIUI/V11.0.2.0.NCFMIXM),,,,,02:19.0,,,,srn,,,,phone,,,
26/04/20 10:09,26/04/20 13:52,26/04/20 13:52,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Sahibabad,201005,356001,112.196.146.185,FALSE,airtel,airtel,English,1587889343350-899618625099241071,4689ada0-8195-4873-bac4-d5c848b41c2a,,,,,,android,vivo-vivo 1802,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1802 Build/O11019),,,,,47:51.0,,,,srn,,,,phone,,,
12/04/20 16:42,26/04/20 13:51,26/04/20 13:51,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,KL,Ernakulam,683562,None,27.61.42.37,FALSE,airtel,airtel,English,1587889274355-2736482513995524794,27bf553f-9ab2-433e-9dc4-d9ff3e19e977,,,,,,android,samsung-SM-J730GM,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-J730GM Build/PPR1.180610.011),,,,,18:10.0,,,,srn,,,,phone,,,
26/04/20 10:33,26/04/20 13:51,26/04/20 13:51,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MN,Imphal,795004,None,27.56.71.6,FALSE,airtel,IND airtel,English,1587889380415-3430433060270952652,7c9e13b8-5e5e-4a9e-9415-1d9f5c6eb458,,,,,,android,realme-RMX2027,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 10; RMX2027 Build/QP1A.190711.020),,,,,07:40.0,,,,srn,,,,phone,,,
26/04/20 9:37,26/04/20 13:51,26/04/20 13:51,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,CT,Dawra,497118,None,47.247.220.182,FALSE,Idea,Idea,English,1587889257009-8324809315323724594,38cbe425-7b1a-4e3e-b13a-0f94995bea2a,,,,,,android,vivo-vivo 1601,6,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 6.0; vivo 1601 Build/MRA58K),,,,,12:16.0,,,,srn,,,,phone,,,
25/04/20 8:54,26/04/20 13:50,26/04/20 13:50,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,AS,Kahilipara,781019,356012,106.203.154.130,FALSE,airtel,airtel,English,1587889253173-3016978923883491378,06754aa6-8f3e-44cf-9c30-13e81005d1e0,,,,,,android,Xiaomi-Mi A3,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Mi A3 Build/PKQ1.190416.001),,,,,25:53.0,,,,srn,,,,phone,,,
26/04/20 11:00,26/04/20 13:50,26/04/20 13:50,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Sidhi,486661,None,47.247.9.141,FALSE,Jio 4G,JIO 4G,English,1587889234787-8187068275105082740,520a0cea-b1f3-4bea-9eb5-97d3f273e5dd,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,37:12.0,,,,srn,,,,phone,,,
26/04/20 0:19,26/04/20 13:48,26/04/20 13:48,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,BR,Agauni,851216,356011,47.29.10.247,FALSE,Jio 4G,Jio 4G,English,1587889072833-7264748425403612521,6221d2b5-b009-4b48-8958-4035a691200f,,,,,,android,samsung-SM-G615F,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G615F Build/M1AJQ),,,,,14:29.0,,,,srn,,,,phone,,,
25/04/20 20:59,26/04/20 13:47,26/04/20 13:47,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,UP,Agra,282006,356010,27.63.153.34,FALSE,airtel,airtel,English,1587828775977-1474246986931875167,ed634029-5206-47b1-87e3-59798b493c68,,,,,,android,OPPO-CPH1809,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1809 Build/OPM1.171019.026),,,,,32:31.0,,,,srn,,,,phone,,,
22/04/20 13:05,26/04/20 13:46,26/04/20 13:46,googleadwords_int,UAC_Search,Superstars - Android,9644181011,AS,IN,MH,Nagpur City,440020,None,157.47.42.51,FALSE,Jio 4G,Jio 4G,English,1587889008444-1616100745196527597,3a3d57fb-573b-42de-a7e8-3a481f43e8ea,,,,,,android,Xiaomi-Redmi 4A,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4A MIUI/V10.2.3.0.NCCMIXM),,,,,40:13.0,,,,srn,,,,phone,,,
26/04/20 7:34,26/04/20 13:46,26/04/20 13:46,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Alwar,301002,356001,157.37.162.83,FALSE,Jio 4G,Jio 4G,English,1587889007059-256615679911396911,935718ea-56c6-4301-b61c-b1e3ae42c640,,,,,,android,samsung-SM-G570F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G570F Build/R16NW),,,,,07:52.0,,,,srn,,,,phone,,,
26/04/20 2:11,26/04/20 13:46,26/04/20 13:46,googleadwords_int,UAC_Search,UK - Android,9846775117,EU,UK,SGC,Almondsbury,bs32 4ab,826047,79.64.99.202,TRUE,,vodafone UK,English,1587889002794-4786608059462210938,80535394-ae5c-4843-9b55-50afdeb00957,,,,,,android,samsung-SM-G935F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G935F Build/R16NW),,,,,44:11.0,,,,srn,,,,phone,,,
26/04/20 9:42,26/04/20 13:40,26/04/20 13:40,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,OR,Cuttack,753001,None,157.41.214.72,FALSE,Jio 4G,Jio 4G,English,1587875155312-6341691463958724630,0a12622c-5c96-4908-8291-aa000523073b,,,,,,android,xiaomi-Redmi Note 4,7,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; Redmi Note 4 MIUI/V11.0.2.0.NCFMIXM),,,,,13:07.0,,,,srn,,,,phone,,,
26/04/20 8:59,26/04/20 13:39,26/04/20 13:39,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Dapodi,411012,356005,157.33.129.217,FALSE,Jio 4G,JIO 4G,English,1587873103959-8152113137676155099,7cdf6bdf-ea54-4f58-9926-1ac0d9ef8260,,,,,,android,OPPO-CPH1729,7.1.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.1; CPH1729 Build/N6F26Q),,,,,43:37.0,,,,srn,,,,phone,,,
26/04/20 10:08,26/04/20 13:39,26/04/20 13:39,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,CT,Khoka Bhilai,490023,None,27.62.221.199,FALSE,airtel,airtel,English,1587888552617-3455913005264916020,a45fa8a0-6914-4402-9bca-200875d7a68f,,,,,,android,samsung-SM-A750F,8.0.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,1d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A750F Build/R16NW),,,,,27:58.0,,,,srn,,,,phone,,,
24/04/20 14:03,26/04/20 13:38,26/04/20 13:38,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jaipur,302019,356001,43.224.1.141,FALSE,Jio 4G,Jio 4G,English,1587888529846-4685761159547855567,6eb8abf4-8b9e-477e-8ffe-4e7a305782f9,,,,,,android,OnePlus-ONEPLUS A6010,10,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A6010 Build/QKQ1.190716.003),,,,,34:37.0,,,,srn,,,,phone,,,
26/04/20 13:34,26/04/20 13:36,26/04/20 13:36,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,BR,Dhaka,845418,356011,157.42.84.238,FALSE,Jio 4G,Jio 4G,English,1587888371016-1470806290726945647,98363733-f4d2-41e4-9dab-7da2ad02f8f2,,,,,,android,xiaomi-Redmi Note 4,7,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.0; Redmi Note 4 MIUI/V10.2.3.0.NCFMIXM),,,,,05:46.0,,,,srn,,,,phone,,,
26/04/20 11:44,26/04/20 13:35,26/04/20 13:35,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,CT,Tatibandh,492099,None,27.62.236.158,FALSE,airtel,airtel,English,1587888316553-2613614007609030865,a04e334f-232f-454b-b906-46097db96cb5,,,,,,android,vivo-vivo 1814,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1814 Build/O11019),,,,,31:58.0,,,,srn,,,,phone,,,
26/04/20 6:41,26/04/20 13:35,26/04/20 13:35,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TN,Perambalur,621212,356007,157.50.28.18,FALSE,JIO,Jio 4G,English,1587888330354-5234982550695791023,927c27ac-c0ec-497e-9e8d-16dc5149c966,,,,,,android,vivo-vivo 1920,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1920 Build/PKQ1.190626.001),,,,,12:23.0,,,,srn,,,,phone,,,
26/04/20 11:57,26/04/20 13:34,26/04/20 13:34,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jaipur,302017,356001,157.47.243.52,TRUE,Vodafone IN,Vodafone IN,English,1587888275316-5312794021360760611,37f60d31-73d8-4b4c-b4d8-4ea26af54513,,,,,,android,xiaomi-Redmi Note 5,7.1.2,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi Note 5 MIUI/V9.2.9.0.NEGMIEK),,,,,21:36.0,,,,srn,,,,phone,,,
26/04/20 11:03,26/04/20 13:34,26/04/20 13:34,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,GJ,Vadodara,390002,356008,42.111.218.241,FALSE,Vodafone IN,Vodafone IN,English,1587879584134-7668636932835066095,e5195e29-efec-4e75-ae11-fd09701b1de3,,,,,,android,vivo-vivo 1814,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1814 Build/O11019),,,,,35:11.0,,,,srn,,,,phone,,,
25/04/20 21:34,26/04/20 13:32,26/04/20 13:32,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,KA,Bangalore,560013,356004,103.57.82.236,FALSE,airtel,airtel,English,1587888134645-4254659196682471690,ae22a3ce-cb6b-47b6-8da9-060c193e80c4,,,,,,android,xiaomi-Redmi Note 7 Pro,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 Pro MIUI/V11.0.5.0.PFHINXM),,,,,07:51.0,,,,srn,,,,phone,,,
25/04/20 21:33,26/04/20 13:32,26/04/20 13:32,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,KA,Bangalore,560043,356004,1.39.191.176,FALSE,Vodafone IN,Vodafone IN,English,1587888130300-1615329803199137985,06b9ad72-60aa-4f3c-be6f-c0e0e00ab3f8,,,,,,android,xiaomi-Mi A1,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Mi A1 MIUI/V10.0.20.0.PDHMIXM),,,,,20:48.0,,,,srn,,,,phone,,,
26/04/20 10:28,26/04/20 13:32,26/04/20 13:32,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,HR,Rewari,123102,356001,157.36.14.62,FALSE,JIO,JIO,English,1587888123448-127239246483659693,ed17d111-d006-41c3-a966-c2101d9162e2,,,,,,android,vivo-vivo 1901,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1901 Build/PPR1.180610.011),,,,,42:36.0,,,,srn,,,,phone,,,
25/04/20 21:59,26/04/20 13:31,26/04/20 13:31,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Thane,421311,356002,103.206.181.235,TRUE,Vodafone IN,Vodafone IN,English,1587888084674-4874970188607380945,f8ef17d2-9866-4aaf-9a69-d846fcda8e96,,,,,,android,Xiaomi-Redmi 3S,6.0.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3S MIUI/V9.5.8.0.MALMIFD),,,,,25:02.0,,,,srn,,,,phone,,,
25/04/20 21:53,26/04/20 13:31,26/04/20 13:31,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,WB,Calcutta,700022,356003,223.191.34.136,FALSE,airtel,airtel,English,1587888066143-6331483028674766674,d1607951-6a79-4aa4-a0dc-dd61779da552,,,,,,android,Xiaomi-MI MAX 2,7.1.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 7.1.1; MI MAX 2 MIUI/V11.0.2.0.NDDMIXM),,,,,59:51.0,,,,srn,,,,phone,,,
26/04/20 9:42,26/04/20 13:31,26/04/20 13:31,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MH,Ambernath,421501,356002,49.35.125.221,FALSE,Jio 4G,JIO 4G | Jio 4G,English,1587888060552-3753978362823720689,1eb14b5e-dddd-4e42-8079-27f3120c0b95,,,,,,android,samsung-SM-J600G,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-J600G Build/PPR1.180610.011),,,,,13:57.0,,,,srn,,,,phone,,,
26/04/20 10:19,26/04/20 13:30,26/04/20 13:30,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Gwalior City,474009,None,27.62.146.91,FALSE,airtel,airtel,English,1587888026754-7685976218041664159,9f48a677-6687-4dde-b5e6-fa3499468f40,,,,,,android,Xiaomi-Redmi 7A,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 7A MIUI/V10.2.7.0.PCMINXM),,,,,59:03.0,,,,srn,,,,phone,,,
26/04/20 10:53,26/04/20 13:30,26/04/20 13:30,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Jaipur,302016,356001,106.79.206.18,FALSE,Idea,Idea - Be Safe,English,1587887999853-6887633971511540620,62c980b9-db0c-4fa8-b1c1-22aabea1e8b5,,,,,,android,xiaomi-Redmi Y2,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi Y2 MIUI/V10.3.5.0.PEFMIXM),,,,,58:11.0,,,,srn,,,,phone,,,
26/04/20 13:15,26/04/20 13:29,26/04/20 13:29,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,RJ,Sirohi,307001,356001,157.37.109.180,FALSE,airtel,airtel,English,1587887960959-4668741108785687330,7c6f0bfc-285d-44b5-b99f-524159ea41cb,,,,,,android,samsung-SM-G610F,6.0.1,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G610F Build/MMB29K),,,,,48:07.0,,,,srn,,,,phone,,,
25/04/20 21:36,26/04/20 13:29,26/04/20 13:29,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,UP,Varanasi,221010,356010,112.79.225.28,FALSE,Vodafone IN,Vodafone IN,English,1587887943641-1712983143026957587,7134a4c6-13c7-42df-b8e6-7ca816f7be6c,,,,,,android,vivo-vivo 1806,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1806 Build/PPR1.180610.011),,,,,06:31.0,,,,srn,,,,phone,,,
26/04/20 10:25,26/04/20 13:28,26/04/20 13:28,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,MP,Indore,452001,None,47.247.0.24,FALSE,BSNL MOBILE,BSNL MOBILE,English,1587887928721-1435409354204149972,e8480623-5087-4966-acbb-b3b8a3d3b4b2,,,,,,android,Nokia-Nokia 3.1 Plus,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; Nokia 3.1 Plus Build/PPR1.180610.011),,,,,09:37.0,,,,srn,,,,phone,,,
26/04/20 11:00,26/04/20 13:24,26/04/20 13:24,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,PB,Ludhiana,141010,None,223.185.58.198,FALSE,airtel,airtel,English,1587887695838-1330702040254828186,03918bb1-b14b-4206-a6d9-0f2ab5e94e2f,,,,,,android,OPPO-CPH1909,8.1.0,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,,,37:16.0,,,,srn,,,,phone,,,
26/04/20 7:54,26/04/20 13:24,26/04/20 13:24,googleadwords_int,UAC_Display,Superstars - Android,9644181011,AS,IN,TN,Kanchipuram,600122,356007,157.51.141.240,FALSE,JIO,Jio 4G,English,1587868246997-4638655210647449086,9ce8e0e3-918b-48b6-baca-c3718432cd38,,,,,,android,vivo-vivo 1723,9,3.3.10,v5.2.0,cricketgames.hitwicket.strategy,Hitwicket» Superstars 2020 - Cricket Strategy Game,cricketgames.hitwicket.strategy,FALSE,,30d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1723 Build/PKQ1.190118.001),,,,,29:11.0,,,,srn,,,,phone,,,
